label,count,direct_correct,direct_accuracy,asl_correct,asl_accuracy,asl_minus_direct,direct_only,asl_only,exact_mcnemar_p,direct_mean_tokens,asl_mean_tokens
x1_o1,100,35,0.35,31,0.31,-0.04,17,13,0.584664711728692,721.27,141.68
