label,count,direct_correct,direct_accuracy,asl_correct,asl_accuracy,asl_minus_direct,direct_only,asl_only,exact_mcnemar_p,direct_mean_tokens,asl_mean_tokens
x1000_o5,100,11,0.11,32,0.32,0.21,6,27,0.0003240634687244892,982.85,173.87
